Date,Open,High,Low,Close,Volume,Adj Close
2013-07-15,30.799999,31.459999,29.16,31.200001,2580600,31.200001
2013-07-08,27.780001,31.110001,27.49,30.75,3661200,30.75
2013-07-01,28.00,28.639999,27.32,27.549999,1773800,27.549999
2013-06-24,25.889999,27.98,25.379999,27.65,2124400,27.65
2013-06-17,26.99,27.950001,25.549999,26.41,2581500,26.41
2013-06-10,26.959999,27.08,25.620001,26.52,2010700,26.52
2013-06-03,27.200001,27.379999,25.719999,27.08,1602900,27.08
2013-05-28,27.049999,27.629999,26.209999,27.16,1694200,27.16
2013-05-20,29.190001,29.48,26.700001,27.040001,2714400,27.040001
2013-05-13,26.610001,29.120001,26.049999,29.01,3064800,29.01
2013-05-06,25.969999,27.67,25.799999,26.709999,2251700,26.709999
2013-04-29,25.00,26.120001,24.940001,25.85,2024800,25.85
2013-04-22,20.24,25.33,19.93,25.08,3946400,25.08
2013-04-15,22.379999,22.379999,20.08,20.10,3407000,20.10
2013-04-08,22.83,23.00,22.459999,22.530001,1573700,22.530001
2013-04-01,23.040001,23.59,22.50,22.77,1422400,22.77
2013-03-25,22.98,23.60,22.540001,23.139999,2213100,23.139999
2013-03-18,23.280001,23.370001,21.139999,22.809999,2037800,22.809999
2013-03-11,24.84,25.299999,22.959999,23.57,5248600,23.57
2013-03-04,23.23,25.030001,22.73,24.92,1340700,24.92
2013-02-25,23.610001,24.57,22.969999,23.25,2320600,23.25
2013-02-19,23.610001,24.50,22.120001,23.60,6841500,23.60
2013-02-11,24.75,25.969999,24.57,25.59,2640700,25.59
2013-02-04,24.40,25.00,23.559999,24.709999,1565400,24.709999
2013-01-28,23.969999,24.99,23.459999,24.700001,1970000,24.700001
2013-01-22,22.76,24.26,22.530001,23.950001,2309600,23.950001
2013-01-14,23.16,23.530001,22.24,22.860001,1424200,22.860001
2013-01-07,23.00,23.889999,22.719999,23.120001,1569000,23.120001
2012-12-31,21.530001,23.459999,21.450001,23.24,1226800,23.24
2012-12-24,21.950001,22.34,21.610001,21.75,599000,21.75
2012-12-17,21.690001,22.43,21.190001,22.15,1448500,22.15
2012-12-10,22.85,23.09,21.200001,21.370001,3556100,21.370001
2012-12-03,21.99,23.50,20.34,22.959999,1313500,22.959999
2012-11-26,22.299999,22.68,21.00,21.82,1316600,21.82
2012-11-19,22.049999,22.809999,21.530001,22.440001,691900,22.440001
2012-11-12,21.360001,21.65,20.559999,21.530001,699800,21.530001
2012-11-05,22.860001,22.99,20.540001,21.110001,1088200,21.110001
2012-10-31,23.57,24.52,22.700001,22.77,1646900,22.77
2012-10-22,22.280001,23.17,21.700001,23.07,885900,23.07
2012-10-15,23.450001,23.450001,22.09,22.24,1026400,22.24
2012-10-08,24.24,24.459999,23.08,23.280001,840700,23.280001
2012-10-01,24.450001,25.08,24.00,24.200001,1361800,24.200001
